label	content	text2
11	Profanation (Preparation for a Coming Darkness) is the last album by Praxis released in Japan on January 1 2008. The album features guest appearances by Iggy Pop Mike Patton Serj Tankian and Killah Priest among others. The album had a US release via M.O.D. Technologies in 2011.For more than a year the album was only available for purchase by ordering it from Japan. Japanese website Neowing released samples of each song.	
5	German submarine U-194 was a Type IXC/40 U-boat of Nazi Germany's Kriegsmarine built during World War II for service in the Atlantic Ocean. She was a short-lived vessel being sunk on her first and only operational war patrol. Completed in 1942 at Bremen U-194 was a U-boat with a very long cruising ability and six torpedo (four forward and two aft) tubes supplied by 22 torpedoes.	
5	The ALCO RSC-1 was a diesel-electric locomotive of the road switcher type rated at 1000 horsepower (750 kW) that rode on three-axle trucks having an A1A-A1A wheel arrangement.Used in much the same manner as its four-axle counterpart the ALCO RS-1 though the axle load was distributed for operation on light rail such as are found on branch lines.	
8	Nasrabad-e Malek (Persian: ناصرابادملك‎ also Romanized as Nāṣrābād-e Malek; also known as Dehnow-e Khān (Persian: دهنوخان)) is a village in Sarbanan Rural District in the Central District of Zarand County Kerman Province Iran. At the 2006 census its existence was noted but its population was not reported.	
2	Serge Lang (June 6 1920–November 21 1999) was a French journalist alpine skier and the founder of the alpine skiing World Cup. As a journalist he covered alpine skiing cycling and other sports for five major publications. In the mid-1960s he envisioned a season-long series of ski races which became the World Cup skiing circuit. He continued to guide the growth of the World Cup and the sport of ski racing over the next two decades.	
10	Carex albida is a very rare species of sedge known by the common name white sedge. It is endemic to Sonoma County California where it is known only from one occurrence at Pitkin Marsh a wetland between Forestville and Sebastopol. There are fewer than 1000 plants remaining and likely fewer than 300 according to more recent estimates.	
10	Osyris compressa (Cape Sumach or Pruimbos) is a facultatively hemiparasitic mainly South African plant of the Sandalwood family Santalaceae. Until recently the favoured binomial name was Colpoon compressum but at about 2001 the genus Colpoon was included in Osyris on the basis of comparative DNA studies.That assignment is not final however and according to the Kew Gardens Plant list Colpoon compressum P.J.Bergius though still in review is the accepted name.	
11	Thin Wires In The Voice is a 120 page booklet written by Italian writer Luca Ferrari with a 3 track EP by Tim Buckley. The EP is a compilation of Song to the Siren featuring just Buckley's guitar and voice recorded for the TV show The Monkees and two live recordings taken from a 1968 Danish radio broadcast. This earlier version of Starsailor track Song to the Siren is more folk-oriented and can also be found on Morning Glory: The Tim Buckley Anthology.	
10	Archidendron hendersonii the White Lace Flower or Tulip Siris is a rainforest tree in eastern Australia. A rare plant listed as vulnerable. The plant is named after J.A. Henderson who collected the original specimen at Ballina.It grows north from the Richmond River New South Wales up to Cape Melville in tropical Queensland.A tree up to 18 metres tall and a stem diameter of 60 cm.	
4	Daniel Mortimer Friedman (February 8 1916 – July 6 2011) was a judge of the United States Court of Appeals for the Federal Circuit.Born in New York New York Friedman received an A.B. from Columbia University in 1937 and an LL.B. from Columbia Law School in 1940. He entered private practice in New York City until 1942 and was briefly an attorney for the Securities and Exchange Commission in Philadelphia Pennsylvania and Washington D.C.	
11	Get Wise to Yourself is the third studio album released by blues guitarist Guitar Shorty (David Kearney). The album was recorded during August and September 1995 and released later that year on CD by the label Black Top. The tracks I'm the Clean up Man and Hard to Stay Above the Ground would later appear on Shorty's compilation album The Best of Guitar Shorty in 2006.	
8	Kalateh-ye Ramazan (Persian: كلاته رمضان‎ also Romanized as Kalāteh-ye Ramaẕān; also known as Kalāt-e Ramz̧ān) is a village in Kavir Rural District Deyhuk District Tabas County South Khorasan Province Iran. At the 2006 census its existence was noted but its population was not reported.	
2	Jerzy Matuszkiewicz (Polish pronunciation: [ˈjɛʐɨ matuʂˈkʲɛvit͡ʂ]) is a Polish jazz musician and composer. He was a pioneer of the post-WWII jazz movement in Poland. Between 1950-58 he was head of the well-known Polish jazz group Melomani. Throughout 1964 he performed both inside and outside of Poland. In 1965 he began to mainly produce music for movies and commercials. He currently resides in Warsaw Poland with his wife Grażyna.	
12	Lien de parenté (English: Family ties) is a French TV drama film from 1986. It was directed by Willy Rameau and written by Didier Kaminka starring Jean Marais and Serge Ubrette. The script was based on Oliver Lang's novel Next of Kin.	
5	The 3232 Class 20 2-4-0 locomotives designed by William Dean and built at Swindon Works for the Great Western Railway in 1892-3 were the GWR's last completely new 2-4-0 design. Their number series was 3232-3251 and they resembled Dean's own 2201 Class and thus also Armstrong's 806 Class though they had larger cylinders and a shorter wheelbase.	
7	Dolomiti lucane is a mountain range in the province of Basilicata southern Italy. Located in the Southern Apennines and dominating the Basento Valley the range is at the heart of the Gallipoli Cognato Piccole Dolomiti Lucane Regional Park which also include the Gallipoli-Cognato forest. The range is named Dolomiti because of similarities to peaks in the Dolomites in northern Italy. The range was formed 15 million years ago.	
9	The Yellow-Bellied Hyliota (Hyliota flavigaster) is a species of Hyliota.It is found in Angola Burkina Faso Burundi Cameroon Central African Republic Republic of the Congo Democratic Republic of the Congo Ivory Coast Ethiopia Gabon Gambia Ghana Guinea Guinea-Bissau Kenya Malawi Mali Mozambique Nigeria Rwanda Senegal Sierra Leone Sudan Tanzania Togo Uganda and Zambia.Its natural habitat is subtropical or tropical dry forests.	
2	Debra Soule born January 19 1965 is an American singer/songwriter originally from Minneapolis MN who is known for her powerful singing voice and her flaming red hair. In 2004 she moved to Nashville TN. She has released three CDs on her independent record label Sunhill Records.	
7	Lovely Seat is a fell in the Yorkshire Dales National Park in North Yorkshire England which reaches a height of 675 metres (2215 feet). It is situated at grid reference SD878950 five kilometres north of the town of Hawes and is part of the high ground which separates Wensleydale from Swaledale. It is the highest point of Abbotside Common.	
1	Syracuse High School consists of grades 10-12. The school is located in Syracuse Utah in the Davis School District. The school's official mascot has been selected as the Titan along with school colors blue green black and white. The school opened for the 2007-2008 school year on August 29 2007.The school's yearbook has traditionally been entitled Mnemosyne each year the name of the Titan of memory. In its first operating year there was no senior class.	
6	Comcast Innovation and Technology Center is a skyscraper approved for construction in Philadelphia. If completed the 59 floor building with a height of 1121 feet (342 m) would be the eighth-tallest building in the U.S. and the tallest building outside of New York and Chicago. It would primarily consist of offices and hotel space and at least three TV studios but also would include a retail mall a parking garage on the lower levels and a top-floor restaurant.	
1	John Ferneley College is a coeducational secondary school and sixth form with academy status located in Melton Mowbray in the English county of Leicestershire. The school is named after John Ferneley a painter who lived in Melton Mowbray and who is regarded as one of the great British equine artists.A new school building was opened at the school site in April 2010 and an enrichment centre was opened in March 2012.	
3	Valerie Woodbridge is an Australian Paralympic athlete. At the 1984 New York/Stoke Mandeville Games she won a gold medal in the Women's Long Jump A2 event a silver medal in the Women's Discus A2 event and a bronze medal in the Women's Shot Put A2 event.	
5	The Plymouth Valiant is an automobile manufactured by the Plymouth division of Chrysler Corporation in the United States from 1960 to 1976. It was created to give the company an entry in the compact car market emerging in the late 1950s.	
0	Patriot Rail Corporation is a holding company for a number of shortline railroads across the United States including one contract operation in North Carolina. The company was started in 2006 by RailAmerica co-founders Gary Marino and John Marino and is headquartered at Boca Raton Florida. In January 2011 Patriot Rail purchased the railroads of the Weyerhaeuser Company which effectively doubled the number of Patriot Rail holdings.	
3	Joseph Francis Cicero (November 18 1910 – March 30 1983) was an American professional baseball player and scout. He was a backup outfielder in Major League Baseball who played for the Boston Red Sox and Philadelphia Athletics. Listed at 5 ft 8 in (1.73 m) Weight 167 lb. Cicero batted and threw right-handed.	
9	Eurema nicevillei is a butterfly in the Pieridae family. It is found in Thailand southern Burma Peninsular Malaysia Borneo and Sumatra.The length of the forewings is 12–24 mm (0.47–0.94 in). The upperside ground colour is lemon yellow. The forewing black basal border is always well developed along the tornus to wing base with its inner margin almost uniform having yellow veins in the basal portion. The hindwing black distal costal is broad and slightly broadened toward the tornus.	
8	Kruszewo [kruˈʂɛvɔ] is a village in the administrative district of Gmina Żuromin within Żuromin County Masovian Voivodeship in east-central Poland. It lies approximately 5 kilometres (3 mi) south-west of Żuromin and 120 km (75 mi) north-west of Warsaw.The village has a population of 140.	
2	Victor Olegovich Pelevin (Russian: Ви́ктор Оле́гович Пеле́вин IPA: ['vʲiktər pʲɪ'lʲevʲɪn] born 22 November 1962) is a Russian fiction writer the author of novels Omon Ra Chapayev and Void and Generation P. He is a laureate of multiple literary awards including the Russian Little Booker Prize (1993) and the Russian National Bestseller (2004).	
2	Ron Wood redirects here. For the baseball player see Ron Woods.Ronald David Ronnie Wood (born 1 June 1947) is an English rock musician songwriter singer and radio personality best known as a member of the Rolling Stones since 1975 as well as a former member of the Faces and the Jeff Beck Group.Wood began his career in 1964 when he joined the Birds on guitar.	
5	The C3 is a bi-level coach railroad car built by Kawasaki. These cars began delivery in 1997 ordered by the Metropolitan Transportation Authority for the Long Island Rail Road. The rail cars are pulled by EMD DE30AC and EMD DM30AC over both electrified and non-electrified territory. The C3 cars are powered by 480 V AC Head End Power (HEP) supplied from the locomotive through four train lines.	
9	Macroglossum multifascia is a moth of the Sphingidae family. It is known from Malaysia and the Philippines.The striped pattern of the forewing distinguishes this species from other Macroglossum species. The upperside is dark chocolate brown. The head and thorax uppersides have a greyish flush. The abdomen upperside has one yellow transverse spot a white dorso-lateral spot and some white scaling on the posterior segments. The side tufts are tipped with white.	
13	RUBBISH magazine is a limited edition hardback fashion magazine that aims to take a more lighthearted and sometimes satirical look at the world of fashion which is not generally explored by other fashion magazines. RUBBISH created by ex Teen Vogue European editor Jenny Dyson launched during London Fashion Week in February 2006. Dyson came up with the idea for the magazine whilst heavily pregnant with her second child.	
5	HMS Byard was a Buckley class Captains class frigate during World War II. Named Sir Thomas Byard who commanded HMS Bedford at the Battle of Camperdown in 1797 during the French Revolutionary Wars.Originally destined for the US Navy HMS Byard was provisionally given the name USS Donaldson (this name was reassigned to DE 44) however the delivery was diverted to the Royal Navy before the launch.	
4	Garry B. Mallett is a New Zealand politician. He was the fourth President of ACT New Zealand a right-wing liberal political party. As of 2010 he resides in Hamilton New Zealand and is a former owner-operator of a branch of Les Mills International there.	
9	Protodendrophagus is a genus of beetles in the family Silvanidae. The single described species Protodendrophagus antipodes is known only from several localities high in the mountains of South Island New Zealand where it has been found under rocks. Protodendrophagus can be distinguished from other genera in the subfamily Brontinae tribe Brontini by its possession of a frontoclypeal suture absence of hindwings elytra not fused and lack of body incrustation.	
5	USLHT Amaranth was a schooner-rigged twin-screw wooden-hulled lighthouse tender of United States Lighthouse Service which served as a vessel of the United States Navy during World War I and as part of the United States Coast Guard during World War II.Authorized on 30 August 1890 the contract for the construction of Amaranth was signed on 10 May 1891.	
9	This article is about the bird family. For the bird genus see Vireo (genus) For other uses see Vireo (disambiguation).The vireos /ˈvɪri.oʊz/ make up a family Vireonidae of small to medium-sized passerine birds (mostly) restricted to the New World. They are typically dull-plumaged and greenish in color the smaller species resembling wood warblers apart from their heavier bills.	
10	Dodecatheon austrofrigidum (syn. Primula austrofrigida) is a species of flowering plant in the primrose family known by the common names frigid shooting star and tundra shooting star. It is native to Washington and Oregon in the United States where it grows in the coastal mountain ranges including those on the Olympic Peninsula.This plant has a basal clump of leaves up to 30 centimeters long by 7 wide and have smooth to wavy or somewhat toothed edges.	
0	Unibuss formerly known as Nexus Trafikk and Sporveisbussene AS is a Norwegian bus company group that operates from Oslo Norway. It is a subsidiary of the municipal transportation group Sporveien and was created in 2003 so the company could compete for the public service obligation (PSO) contracts that Oslo was to operate the bus system through. Unibuss has about 1600 employees 650 buses and a revenue of NOK 1278 million in 2010.	
10	Mimulus lewisii (Lewis' monkeyflower great purple monkeyflower) is a perennial plant in the family Phrymaceae. It is named in honor of explorer Meriwether Lewis. Together with other species in Mimulus section Erythranthe it serves as a model system for studying pollinator-based reproductive isolation.	
0	Delek Group is of one Israel's largest companies owned by Yitzhak Tshuva (Isaac Sharon) a self-made multi-millionaire. Delek Group is involved in the energy and infrastructure with investments in upstream and downstream energy water desalination and power plants. Delek Group' subsidiaries are also involved in insurance and financial services.	
3	Sam Smart (born 2 May 1975) is a former professional Australian rules footballer who played with Carlton in the Australian Football League (AFL). Originally from South Australian National Football League (SANFL) club Norwood Smart was drafted by Carlton at the 1994 AFL Draft but remained in South Australia to complete his medical studies moving to Victoria at the end of the 1995 AFL season.	
6	The Burbank-Livingston-Griggs House is one of the first examples of Italianate or Tuscan order architecture in Saint Paul in the U.S. state of Minnesota. The house located at 432 Summit Avenue is listed on the National Register of Historic Places. It is also a contributing property to the Historic Hill District. It was designed by Chicago architect Otis L. Wheelock and built 1862-1865 for James C.	
13	Physics-Uspekhi (Advances in Physical Sciences) is a peer-reviewed scientific journal. It is an English translation of the Russian journal of physics Uspekhi Fizicheskikh Nauk (Russian: Успехи физических наук) which was established in 1918. The journal publishes long review papers which are intended to generalize and summarize previously published results making them easier to use and to understand. The journal covers all topics of modern physics.	
0	Murfin Music International and Murfin Media are companies run by Muff Murfin and are based at The Old Smithy Studios in Kempsey Worcestershire England.Murfin owns several radio stations in the UK and also hires time at its studios to produce jingles for radio. Murfin with his then music partner Colin Owen were billed as the M and O Band and reached #16 in the UK Singles Chart in March 1976 with Let's Do the Latin Hustle.	
0	Ranik Ultimate Fighting Federation (RUFF) is the first Chinese mixed martial arts (MMA) organization sanctioned by the General Administration of Sport of China. The winners of the title fights will be crowned as the national MMA champions of China in their respective weight classes. RUFF held its first event in August 2011 in Shanghai before presenting in Chongqing Hohhot Nanjing and Sanya.	
6	The John W. Coffren House and Store are two historic buildings located at Croom in Prince George's County Maryland. This assemblage is significant for their architecture as well as their association with the commercial history of the area and with John W. Coffren local merchant and landowner. The Coffren House built in 1861 has a Greek Revival entrance and interior detail. The Coffren Store constructed ca. 1853 is a utilitarian structure designed for use as a one-room general store.	
13	The New Hampshire Gazette is a non-profit alternative bi-weekly newspaper published in Portsmouth New Hampshire. Its editors claim that the paper published on-and-off in one form or another since 1756 is the oldest newspaper in the United States and has trademarked the phrase The Nation's Oldest Newspaper.	
12	Black Birds (Crne ptice) is a Yugoslavian film directed by Eduard Galić. It was released in 1967. It is a story about a group of prisoners in an Ustasha-run concentration camp that takes place on the last day of World War II. The Ustashas plan to transport the prisoners to a bridge which they will blow up. The original idea and script were by Grga Gamulin. Zoran Tadić was the scenario assistant.The original music was composed by Anđelko Klobučar. The cinematography was by Mile de Gleria.	
7	The Sylvania Mountains are located in Inyo County California and Esmeralda County Nevada in the United States. The range trends in an east-west direction north of the Last Chance Range at the northern end of Death Valley National Park.The Last Chance Range and Death Valley are to the south Slate Ridge is to the southeast and the Palmetto Mountains are adjacent to the east.	
11	Tűnő Idő Tárlat is the third full-length release from Hungarian avant-garde metal group Thy Catafalque. This album showed their shift from symphonic black metal to a more electronic and atmospheric based sound while still retaining their traditional black metal elements.Promo videos for Csillagkohó and Neath Waters (Minden vízbe mártott test) have been done.In 2010 Epidemie Records re-released the album in digipak format with different artwork.	
10	Uromyrtus australis commonly known as the Peach Myrtle is a small tree growing around Nightcap National Park New South Wales Australia. It is endangered by extinction. The delicate foliage pink flowers and appealing fruit makes this a particularly beautiful tree.	
7	The Day River (Vietnamese: Sông Đáy) is a river in Vietnam. It was formerly known as Sông Hát or Hát Giang. The river is a distributary of the Red River draining into the Gulf of Tonkin.The river has a length of 240 km and has a drainage basin of more than 7500 km² flowing through Hanoi and the provinces of Hòa Bình Hà Nam Ninh Bình and Nam Định.	
0	Mitsubishi Hitachi Power Systems Canada Ltd. (MHPSC) located in Saskatoon Saskatchewan Canada was established in 1988 and is part of the Mitsubishi Hitachi Power Systems Group. In 2012 the company merged its Canadian operations in Calgary Mississauga and Saskatoon into one company with its headquarters based in Saskatoon.	
13	Swordsmen and Supermen is an anonymously edited anthology of fantasy stories by Robert E. Howard and others with a cover by Virgil Finlay. It was first published in paperback by Centaur Press in February 1972. The anonymous editor has been identified by critic Roger C. Schlobin as the publisher Donald M. Grant.The book collects five novelettes and short stories by various fantasy authors with a general introductory note and introductory notes on the authors and stories prefacing each story.	
11	Human Waste is Suffocation's debut EP released by Relapse Records.This was also the first CD ever to be released by Relapse. Infecting The Crypts Mass Obliteration and Jesus Wept were re-recorded on the following album Effigy of the Forgotten. Synthetically Revived was also re-recorded on Pierced from Within and Catatonia was re-recorded for the Despise the Sun EP.	
3	David Alan Staton (born April 12 1968 in Seattle WA) is a former Major League Baseball first baseman. He played for the San Diego Padres from 1993 to 1994.Stanton went to school at Orange Coast College and California State University Fullerton before being drafted in the 5th round of the 1989 amateur draft by the Padres. He made his debut on September 8 1993 in a 3-2 home win over the Florida Marlins.	
11	An Dealg Óir (meaning 'The Golden Thorn') is the fifth studio album from Irish singer Pádraigín Ní Uallacháin. The album was released on the Gael Linn label. The album is made up of songs from the Oriel area in southeast Ulster in Ireland. Éalaigh Liom / Elope With Me became one of Ní Uallacháin's most popular tracks since its broadcast on the BBC's Highland Sessions.	
4	Jerónimo de Azevedo (1540 – Lisbon 1625) was a Portuguese fidalgo Governor of Portuguese Ceylon and Viceroy of Portuguese India. His full name was Jerónimo de Azevedo de Ataíde Malafaia and he was the 8th son of Dom Manuel de Azevedo Comendador of São João de Alpendurada and brother of Blessed Inácio de Azevedo.	
1	This article is about the public-policy college at Michigan State University. For the similarly named institution in Virginia see James Madison University.James Madison College is a college of public affairs and international relations within Michigan State University in East Lansing Michigan USA.	
3	Warren Norris (born (1974-09-19)September 19 1974 in St. John's Newfoundland) is a Canadian professional ice hockey centre who currently plays for EC KAC in the Austrian Hockey League. He has previously played in the American Hockey League (AHL) and the International Hockey League (IHL) in North America and in the British Ice Hockey Superleague the Slovak Extraliga and the Swiss Nationalliga A. He has also played two season with the touring Canadian national ice hockey team.	
8	Rashid Abbas (Persian: رشيدعباس‎ also Romanized as Rashīd ‘Abbās; also known as Rashīd ‘Abbāsī and Rashīd ‘Abbāst) is a village in Howmeh-ye Sarpol Rural District in the Central District of Sarpol-e Zahab County Kermanshah Province Iran. At the 2006 census its population was 170 in 37 families.	
10	The peach (Prunus persica) is a deciduous tree native to North-West China in the region between the Tarim basin and the north slopes of the Kunlun Shan mountains where it was first domesticated and cultivated. It bears an edible juicy fruit also called a peach. The species name persica refers to its widespread cultivation in Persia whence it was transplanted to Europe. It belongs to the genus Prunus which includes the cherry and plum in the family Rosaceae.	
7	The Hanuman River (Thai: แควหนุมาน RTGS: Khwae Hanuman IPA: [kʰwɛː hànúmaːn]) originates in South San Kamphaeng Mountain Range the Khao Yai National park. It begins at the confluence of many small tributaries at Tambon Samphan Ta Na Di District Prachin Buri Province. It flows southward and joins the Phra Prong River to become the Prachin Buri River in Kabin Buri district Prachinburi Province. The river is 25 km long.	
9	Poecilia sphenops is a species of fish of the genus Poecilia known under the common name molly; to distinguish it from its congeners it is sometimes called short-finned molly or common molly. They inhabit fresh water streams and coastal brackish and marine waters of Mexico.	
10	Carex flacca with common names blue sedge gray carex glaucous sedge or carnation-grass (syn. Carex glauca) is a species of sedge native to parts of Europe and North Africa. It is frequent in a range of habitats including grasslands moorlands exposed and disturbed soil and the upper edges of salt marshes. It has naturalized in eastern North America.	
3	Gervys Rignold Hazlitt commonly known as Gerry (4 September 1888 Enfield New South Wales – 30 October 1915 Parramatta New South Wales) was an Australian cricketer who played in 9 Tests from 1907 to 1912.A right-arm medium-pace and off-spin bowler and useful lower-order batsman Hazlitt toured England with the Australian team in 1912. In his last Test against England at The Oval he took 7 for 25 in the second innings.	
9	Lookout (foaled 1890 in Kentucky) was an American Thoroughbred racehorse that is best known for winning the 1893 Kentucky Derby with runners up Plutus and Lookout's ill-tempered stablemate Boundless struggling for second place.Lookout was a chestnut colt with full (up to the knee and hock joints) white stockings on three of his legs. Secretariat incidentally was similarly marked on the same three legs.	
11	The Poetry of Decay is a 2010 vinyl compilation from Cindytalk released by Editions Mego catalogue number eMEGO 112. It collects two Cindytalk albums The Crackle of My Soul (2009) and Up Here in the Clouds (2010) along with the 7 single Transgender Warrior (2003).As of May 2013 the Editions Mego website indicates the release is Sold Out.	
3	Andrea Valentini (born December 10 1977 in Rome) is an Italian modern pentathlete. He won a bronze medal in the men's team event at the 2004 World Championships in Moscow Russia. Valentini is a member of the modern pentathlon team for Gruppo Sportivo Fiamme Azzurre and is coached and trained by Luigi Filipponi.Valentini first competed for the men's modern pentathlon at the 2004 Summer Olympics in Athens.	
7	Rikkavesi is a medium-sized lake in eastern Finland. At approximately 63 square kilometres (24 sq mi) it is the 66th largest lake in Finland. Rikkavesi is situated in the municipalities of Kaavi Outokumpu and Tuusniemi.Rikkavesi is 101 metres (331 ft) above the sea level. Kaavinjärvi and Rikkavesi are connected by the Kaavinkoski Canal. Ohtaansalmi strait flows from Rikkavesi to Juojärvi.	
3	Andrei Vasilyevich Martynov (Russian: Андрей Васильевич Мартынов; born September 17 1965) is a retired Turkmenistani professional footballer. He made his professional debut in the Soviet Second League in 1988 for Köpetdag Aşgabat. He played 1 game in the UEFA Cup 1992–93 for FC Torpedo Moscow.	
2	Mike Heisler is an American comic book writer known for his work on the series DV8 and Union. He also penned the Gen¹³ mini-series Gen¹³: Interactive and the one-shot Gen¹³: The Surreal World.Heisler got his start in the industry in the late 1980s as a letterer primarily for Marvel Comics.	
11	Renaciendo is the 2nd album by the Mexican band AK-7. The first Single of the album was Dígale which was released on July 31 2008.The album favors the romantic Latin pop side of duranguense. Many of the performances combine duranguense's rhythmic bounce with the type of smooth polished Latin pop romanticism one associates with Marco Antonio Solís Joan Sebastian and Juan Gabriel. Granted Renaciendo is hardly an album of slow ballad tempos.	
2	Edgar Yipsel Yip Harburg (born Isidore Hochberg Yiddish: איסידור הוכברג; April 8 1896 – March 5 1981) was an American popular song lyricist who worked with many well-known composers. He wrote the lyrics to the standards Brother Can You Spare a Dime? April in Paris and It's Only a Paper Moon as well as all of the songs in The Wizard of Oz including Over the Rainbow.	
8	Żarczyce Małe [ʐarˈt͡ʂɨt͡sɛ ˈmawɛ] is a village in the administrative district of Gmina Małogoszcz within Jędrzejów County Świętokrzyskie Voivodeship in south-central Poland. It lies approximately 6 kilometres (4 mi) south-west of Małogoszcz 19 km (12 mi) north of Jędrzejów and 32 km (20 mi) west of the regional capital Kielce.The village has a population of 440.	
1	North Baltimore Local School District is a school district in Northwest Ohio USA. The school district serves students who live in the city of North Baltimore in Wood County. As of the 2006-2007 academic year the school district enrolls 845 students. The superintendent is Kyle Clark.	
6	King Abdullah University Hospital (Arabic: مستشفى الملك عبد الله الجامعي‎) often abbreviated KAUH is a hospital near Ar Ramtha Jordan. It is the largest medical structure in the north of the country serving approximately one million inhabitants from the Irbid Ajloun Jerash and Mafraq governorates.	
4	Pornchai Mongkhonvanit (Thai: พรชัย มงคลวนิช) is the president of Siam University and the President Emeritus of the International Association of University Presidents. Concurrently he is also the chair person of the advisory board of the Association of Universities in Asia and the Pacific as well as a member of the administrative board of the International Association of Universities.	
0	Desire Petroleum plc (LSE:DES) is an oil and gas exploration company headquartered in Malvern United Kingdom. It owns offshore exploration and production licences in the North Falkland Basin in the waters north of the Falkland Islands and its core focus is to develop the basin into a major new hydrocarbon province.Desire Petroleum is listed on the Alternative Investment Market of the London Stock Exchange.	
11	Open Water is the fourth regular studio album by German pop singer Sasha released by Warner Music on March 3 2006 (see 2006 in music) in German-speaking Europe. Although the album charted significantly higher than its predecessor Surfin' on a Backbeat (2001) throughout Europe reaching number seven on the German Albums Chart and the top forty in Austria and Switzerland it failed to match its sales eventually becoming Sasha's lowest-selling album to date.	
3	Javier Arizala (born April 21 1984) is a Colombian footballer. He currently plays as a left-defender or midfielder for León de Huánuco of the Torneo Descentralizado in Peru.Arizala played for the Colombian national team at leftback for all the games in Copa America 2007 as well as all the friendlies played under coach Jorge Luis Pinto. He was part of the 4th place finishing U-20 team in the 2003 FIFA World Youth Championship.	
1	University of the Rockies (UoR) is a for-profit graduate school located in Colorado Springs Colorado. As of February 2013 the university offers three different Master of Arts degrees: Master of Arts in Human Services Master of Arts in Organizational Development and Leadership and Master of Arts in Psychology.	
2	Peter John Bellotte (born 28 August 1943) is a British songwriter and record producer most famous for hismain body of work with Donna Summer alongside his partner Giorgio Moroder. Among his list of artists produced and written for are Janet Jackson Elton John Cliff Richard Shalamar Tina Turner Mireille Mathieu The Three Degrees and Melba Moore.His greatest success is Hot Stuff which has been covered by numerous artists.	
2	Charles Perry (born July 11 1986) is an American pop/alternative singer and songwriter from Brooklyn New York. He is best known for his rendition of Edward Sharpe and the Magnetic Zeros' Home and his live performance on the 2012 BET Music Awards.	
7	Hartshead Pike is a hill in Tameside in Greater Manchester England and its name is associated with the monument on its summit. It overlooks Ashton-under-Lyne Mossley and Oldham. Hartshead Pike Tower has been a Grade II Listed building since 1967.	
6	The Kenton Library is a branch of the Multnomah County Library (MCL) in the Kenton neighborhood of Portland in the U.S. state of Oregon. Preceded by reading rooms in North Portland and later by the Lombard Branch Library the Kenton Library opened in 2010 in a storefront on North Denver Avenue. The branch offers the MCL catalog of two million books periodicals and other materials.	
10	Valeriana celtica is a species of plant in the Valerianaceae family. It is also known as Alpine valerian and valerian spikenard. It is endemic to Central Europe. Until the 1930s it was extensively harvested for export to Asia for use in perfumes.	
8	Kościerzyna-Wybudowanie [kɔɕt͡ɕeˈʐɨna vɨbudɔˈvaɲe] is a village in the administrative district of Gmina Kościerzyna within Kościerzyna County Pomeranian Voivodeship in northern Poland. It lies approximately 4 kilometres (2 mi) north of Kościerzyna and 50 km (31 mi) south-west of the regional capital Gdańsk.For details of the history of the region see History of Pomerania.The village has a population of 165.	
4	Juan Bravo Murillo (24 June 1803 – 11 February 1873) was a Spanish politician jurist and economist. He was president of the council of ministers of Spain (equivalent to the present-day position of prime minister / president of the government) from 14 January 1851 to 14 December 1852 during the reign of Isabella II.	
0	Amsoft was a wholly owned subsidiary of Amstrad PLC founded in 1984 and re-integrated with its parent company in 1989. Its purpose was to provide an initial infrastructure of software and services for users of Amstrad's range of home computers the Amstrad CPC and from 1986 the Sinclair ZX Spectrum. Many people's first contact with software on an Amstrad home computer would have been an Amsoft title as several titles were included in the sales bundles.	
12	De Greep (English: The Grip) is a Dutch silent film from 1909 with a running time of eight minutes which was directed by Leon Boedels. De Greep was produced by Filmfabriek F.A. Nöggerath and is based on the French play La Griffe by Jean Sartène.	
0	Aeneas Communications LLC operating as Aeneas Internet and Telephone is a telecommunications provider headquartered in Jackson Tennessee. Aeneas Communications offers Internet access local and long distance service in Tennessee Voice over IP colocation business telephone systems commercial e-mail WAN (Wide area network) commercial web hosting Internet backbone connectivity for businesses and disaster preparedness options.It serves all of the state of Tennessee.	
12	The Black Meteor is a 2000 Dutch film directed by Guido Pieters. The film is based on the novel by Tom Egbers a Dutch sports journalist which was adapted for the screen by Kees van Beijnum. The novel fictionalizes the story of Steve Mokone the first black player to play in a professional European league.	
9	Desmopteridae is a family of pelagic sea snails or sea butterflies marine gastropod mollusks in the superfamily Cymbulioidea.This family has no subfamilies (according to the taxonomy of the Gastropoda by Bouchet & Rocroi 2005).Desmopterus Chun 1889 is the type genus of the family Desmopteridae.The species are protandric hermaphrodites. There is no shell no protoconch and no longer any supporting tissue. The body consists almost completely of the two big parapodia (winglike flaps).	
3	Chris Phillips (born March 9 1978) is a Canadian professional ice hockey player for the Ottawa Senators of the National Hockey League (NHL). He has been a member of the Ottawa Senators for his entire career which began with the 1997–98 season. He also serves as their alternate captain and is regarded as a stay-at-home defenceman. The Senators drafted him first overall in the 1996 NHL Entry Draft. He was raised in Fort McMurray Alberta.	
12	Dorian Gray is a 1970 movie adaptation of Oscar Wilde's novel The Picture of Dorian Gray starring Helmut Berger. Directed by Massimo Dallamano the film stresses the decadence and eroticism of the story and changes the setting to early 1970s London.	
0	Polskie Linie Lotnicze LOT S.A. (Polish pronunciation: [ˈlɔt] Flight) trading as LOT Polish Airlines is the flag carrier of Poland. Based in Warsaw LOT was established in 1929 making it one of the world's oldest airlines still in operation. Using a fleet of 55 aircraft LOT operates a complex network to 60 destinations in Europe the Middle East North America and Asia.	
